nodeName	altName	nodeAttr.nodesPresent...
hyfA_b2481_15	hyfA_b2481_15	red
hyfB_b2482_14	hyfB_b2482_14	red
hyfC_b2483_15	hyfC_b2483_15	red
hyfD_b2484_15	hyfD_b2484_15	turquoise
hyfE_b2485_15	hyfE_b2485_15	red
hyfF_b2486_14	hyfF_b2486_14	red
hyfG_b2487_15	hyfG_b2487_15	red
hyfH_b2488_14	hyfH_b2488_14	red
hyfI_b2489_14	hyfI_b2489_14	black
hyfJ_b2490_14	hyfJ_b2490_14	red
hyfR_b2491_19	hyfR_b2491_19	red
hyi_b0508_15	hyi_b0508_15	turquoise
hypA_b2726_15	hypA_b2726_15	greenyellow
hypB_b2727_14	hypB_b2727_14	greenyellow
hypC_b2728_15	hypC_b2728_15	greenyellow
hypD_b2729_15	hypD_b2729_15	greenyellow
hypE_b2730_15	hypE_b2730_15	greenyellow
hypF_b2712_15	hypF_b2712_15	black
hyuA_b2873_15	hyuA_b2873_15	skyblue
iaaA_b0828_14	iaaA_b0828_14	green
iadA_b4328_15	iadA_b4328_15	white
iap_b2753_15	iap_b2753_15	sienna3
ibpA_b3687_15	ibpA_b3687_15	darkgrey
ibpB_b3686_15	ibpB_b3686_15	darkgrey
icd_b1136_15	icd_b1136_15	darkorange
icdC_b4519_2	icdC_b4519_2	yellow
iclR_b4018_15	iclR_b4018_15	turquoise
idi_b2889_15	idi_b2889_15	brown
idnD_b4267_14	idnD_b4267_14	turquoise
idnK_b4268_15	idnK_b4268_15	midnightblue
idnO_b4266_14	idnO_b4266_14	turquoise
idnR_b4264_14	idnR_b4264_14	green
idnT_b4265_14	idnT_b4265_14	yellow
ihfA_b1712_15	ihfA_b1712_15	salmon
ihfB_b0912_15	ihfB_b0912_15	salmon
ileS_b0026_15	ileS_b0026_15	turquoise
ileX_b3069_2	ileX_b3069_2	lightyellow
ileY_b2652_3	ileY_b2652_3	lightyellow
ilvA_b3772_15	ilvA_b3772_15	skyblue1
ilvB_b3671_15	ilvB_b3671_15	bisque4
ilvC_b3774_15	ilvC_b3774_15	green
ilvD_b3771_18	ilvD_b3771_18	skyblue1
ilvE_b3770_15	ilvE_b3770_15	skyblue1
ilvG_b4488_14	ilvG_b4488_14	skyblue1
ilvH_b0078_15	ilvH_b0078_15	green
ilvI_b0077_15	ilvI_b0077_15	green
ilvL_b3766_15	ilvL_b3766_15	green
ilvM_b3769_15	ilvM_b3769_15	skyblue1
ilvN_b3670_15	ilvN_b3670_15	bisque4
ilvY_b3773_14	ilvY_b3773_14	green
imp_b0054_14	imp_b0054_14	turquoise
infA_b0884_14	infA_b0884_14	turquoise
infB_b3168_14	infB_b3168_14	turquoise
infC_b1718_14	infC_b1718_14	turquoise
insA_b4294_9	insA_b4294_9	lightyellow
insB_b4576_7	insB_b4576_7	midnightblue
insD_b1578_1	insD_b1578_1	black
insG_b4278_15	insG_b4278_15	turquoise
insH_b1370_15	insH_b1370_15	black
insJ_b3557_14	insJ_b3557_14	midnightblue
insK_b3558_15	insK_b3558_15	midnightblue
insM_b4561_15	insM_b4561_15	grey
insN_b4587_15	insN_b4587_15	black
insO_b4623_15	insO_b4623_15	midnightblue
insX_b4505_13	insX_b4505_13	lightgreen
insZ_b4573_36	insZ_b4573_36	blue
intA_b2622_15	intA_b2622_15	darkgreen
intB_b4271_21	intB_b4271_21	lightgreen
intD_b0537_15	intD_b0537_15	green
intE_b1140_15	intE_b1140_15	lightcyan
intF_b0281_15	intF_b0281_15	turquoise
intG_b1936_9	intG_b1936_9	purple
intQ_b1579_15	intQ_b1579_15	blue
intR_b1345_14	intR_b1345_14	blue
intZ_b2442_15	intZ_b2442_15	plum1
iraP_b0382_15	iraP_b0382_15	cyan
iscA_b2528_14	iscA_b2528_14	sienna3
iscR_b2531_14	iscR_b2531_14	sienna3
iscS_b2530_14	iscS_b2530_14	sienna3
iscU_b2529_15	iscU_b2529_15	sienna3
iscX_b2524_14	iscX_b2524_14	sienna3
ispA_b0421_15	ispA_b0421_15	turquoise
ispB_b3187_15	ispB_b3187_15	turquoise
ispD_b2747_14	ispD_b2747_14	turquoise
ispE_b1208_14	ispE_b1208_14	turquoise
ispF_b2746_14	ispF_b2746_14	turquoise
ispG_b2515_15	ispG_b2515_15	turquoise
ispH_b0029_15	ispH_b0029_15	turquoise
ispU_b0174_15	ispU_b0174_15	turquoise
isrA_b4426_12	isrA_b4426_12	blue
isrB_b4434_6	isrB_b4434_6	saddlebrown
istR_b4616_5	istR_b4616_5	turquoise
ivbL_b3672_15	ivbL_b3672_15	bisque4
ivy_b0220_15	ivy_b0220_15	salmon
katE_b1732_15	katE_b1732_15	brown
katG_b3942_15	katG_b3942_15	darkgreen
kbaY_b3137_15	kbaY_b3137_15	red
kbaZ_b3132_14	kbaZ_b3132_14	black
kbl_b3617_14	kbl_b3617_14	palevioletred3
kch_b1250_15	kch_b1250_15	green
kdgK_b3526_15	kdgK_b3526_15	turquoise
kdgR_b1827_14	kdgR_b1827_14	cyan
kdgT_b3909_15	kdgT_b3909_15	green
kdpA_b0698_15	kdpA_b0698_15	turquoise
kdpB_b0697_14	kdpB_b0697_14	turquoise
kdpC_b0696_14	kdpC_b0696_14	turquoise
kdpD_b0695_15	kdpD_b0695_15	turquoise
kdpF_b4513_6	kdpF_b4513_6	grey
kdsA_b1215_15	kdsA_b1215_15	turquoise
kdsB_b0918_15	kdsB_b0918_15	turquoise
kdsC_b3198_14	kdsC_b3198_14	darkolivegreen
kdsD_b3197_15	kdsD_b3197_15	turquoise
kduD_b2842_15	kduD_b2842_15	turquoise
kduI_b2843_15	kduI_b2843_15	skyblue3
kefA_b0465_15	kefA_b0465_15	pink
kefB_b3350_15	kefB_b3350_15	grey
kefC_b0047_15	kefC_b0047_15	turquoise
kefF_b0046_14	kefF_b0046_14	black
kefG_b3351_14	kefG_b3351_14	turquoise
kgtP_b2587_15	kgtP_b2587_15	greenyellow
kilR_b1352_14	kilR_b1352_14	blue
ksgA_b0051_14	ksgA_b0051_14	turquoise
kup_b3747_24	kup_b3747_24	turquoise
lacA_b0342_15	lacA_b0342_15	grey
lacI_b0345_15	lacI_b0345_15	yellowgreen
lacY_b0343_15	lacY_b0343_15	grey
lacZ_b0344_15	lacZ_b0344_15	grey
lafU_b0230_15	lafU_b0230_15	black
lamB_b4036_15	lamB_b4036_15	darkmagenta
lar_b1348_15	lar_b1348_15	blue
ldcA_b1192_14	ldcA_b1192_14	lightcyan
ldcC_b0186_15	ldcC_b0186_15	brown
ldhA_b1380_15	ldhA_b1380_15	darkgrey
ldrD_b4453_5	ldrD_b4453_5	turquoise
lepA_b2569_14	lepA_b2569_14	turquoise
lepB_b2568_14	lepB_b2568_14	pink
leuA_b0074_15	leuA_b0074_15	green
leuB_b0073_14	leuB_b0073_14	green
leuC_b0072_15	leuC_b0072_15	green
leuD_b0071_15	leuD_b0071_15	green
leuE_b1798_14	leuE_b1798_14	pink
leuL_b0075_14	leuL_b0075_14	green
leuO_b0076_15	leuO_b0076_15	turquoise
leuP_b4369_9	leuP_b4369_9	lightyellow
leuS_b0642_14	leuS_b0642_14	turquoise
leuU_b3174_15	leuU_b3174_15	lightyellow
leuW_b0672_15	leuW_b0672_15	turquoise
leuX_b4270_15	leuX_b4270_15	lightyellow
leuZ_b1909_15	leuZ_b1909_15	lightyellow
lexA_b4043_15	lexA_b4043_15	lightcyan
lfhA_b0229_15	lfhA_b0229_15	black
lgt_b2828_14	lgt_b2828_14	turquoise
lhr_b1653_15	lhr_b1653_15	blue
ligA_b2411_14	ligA_b2411_14	sienna3
ligB_b3647_14	ligB_b3647_14	yellow
ligT_b0147_15	ligT_b0147_15	turquoise
lipA_b0628_15	lipA_b0628_15	turquoise
lipB_b0630_22	lipB_b0630_22	turquoise
lit_b1139_15	lit_b1139_15	plum2
livF_b3454_15	livF_b3454_15	green
livG_b3455_14	livG_b3455_14	green
livH_b3457_14	livH_b3457_14	green
livJ_b3460_14	livJ_b3460_14	green
livK_b3458_14	livK_b3458_14	green
livM_b3456_14	livM_b3456_14	green
lldD_b3605_15	lldD_b3605_15	darkorange2
lldP_b3603_15	lldP_b3603_15	darkorange2
lldR_b3604_15	lldR_b3604_15	darkorange2
lnt_b0657_15	lnt_b0657_15	turquoise
lolA_b0891_15	lolA_b0891_15	turquoise
lolB_b1209_15	lolB_b1209_15	turquoise
lolC_b1116_15	lolC_b1116_15	turquoise
lolD_b1117_15	lolD_b1117_15	turquoise
lolE_b1118_15	lolE_b1118_15	yellow
lomR_b4570_15	lomR_b4570_15	turquoise
lon_b0439_15	lon_b0439_15	turquoise
lpcA_b0222_15	lpcA_b0222_15	turquoise
lpd_b0116_15	lpd_b0116_15	turquoise
lplA_b4386_15	lplA_b4386_15	turquoise
lpp_b1677_51	lpp_b1677_51	turquoise
lptA_b3200_15	lptA_b3200_15	darkolivegreen
lptB_b3201_15	lptB_b3201_15	darkolivegreen
lpxA_b0181_15	lpxA_b0181_15	turquoise
lpxB_b0182_14	lpxB_b0182_14	turquoise
lpxC_b0096_15	lpxC_b0096_15	salmon
lpxD_b0179_15	lpxD_b0179_15	turquoise
lpxH_b0524_14	lpxH_b0524_14	pink
lpxK_b0915_15	lpxK_b0915_15	pink
lpxL_b1054_14	lpxL_b1054_14	turquoise
lpxM_b1855_14	lpxM_b1855_14	turquoise
lpxP_b2378_15	lpxP_b2378_15	lavenderblush3
lpxT_b2174_15	lpxT_b2174_15	turquoise
lrhA_b2289_15	lrhA_b2289_15	magenta
lrp_b0889_15	lrp_b0889_15	green
lspA_b0027_15	lspA_b0027_15	turquoise
lsrA_b1513_14	lsrA_b1513_14	brown
lsrB_b1516_15	lsrB_b1516_15	brown
lsrC_b1514_15	lsrC_b1514_15	brown
lsrD_b1515_15	lsrD_b1515_15	brown
lsrF_b1517_15	lsrF_b1517_15	brown
lsrG_b1518_14	lsrG_b1518_14	brown
lsrK_b1511_14	lsrK_b1511_14	brown
lsrR_b1512_14	lsrR_b1512_14	brown
ltaE_b0870_14	ltaE_b0870_14	cyan
luxS_b2687_15	luxS_b2687_15	yellow
lysA_b2838_14	lysA_b2838_14	green
lysC_b4024_15	lysC_b4024_15	green
lysP_b2156_14	lysP_b2156_14	pink
lysR_b2839_15	lysR_b2839_15	black
lysS_b2890_15	lysS_b2890_15	turquoise
lysU_b4129_14	lysU_b4129_14	turquoise
lyx_b3580_14	lyx_b3580_14	yellow
maa_b0459_15	maa_b0459_15	palevioletred2
macA_b0878_14	macA_b0878_14	green
macB_b0879_15	macB_b0879_15	turquoise
maeA_b1479_15	maeA_b1479_15	grey60
maeB_b2463_14	maeB_b2463_14	darkorange
mak_b0394_14	mak_b0394_14	brown
malE_b4034_14	malE_b4034_14	darkmagenta
malF_b4033_14	malF_b4033_14	darkmagenta
malG_b4032_15	malG_b4032_15	darkmagenta
malI_b1620_14	malI_b1620_14	turquoise
malK_b4035_15	malK_b4035_15	darkmagenta
malM_b4037_15	malM_b4037_15	darkmagenta
malP_b3417_14	malP_b3417_14	darkmagenta
malQ_b3416_14	malQ_b3416_14	darkmagenta
malS_b3571_15	malS_b3571_15	red
malT_b3418_15	malT_b3418_15	darkmagenta
malX_b1621_15	malX_b1621_15	grey
malY_b1622_15	malY_b1622_15	yellow
malZ_b0403_15	malZ_b0403_15	blue
manA_b1613_15	manA_b1613_15	turquoise
manX_b1817_15	manX_b1817_15	coral1
manY_b1818_15	manY_b1818_15	coral1
manZ_b1819_15	manZ_b1819_15	coral1
maoC_b1387_14	maoC_b1387_14	blue
map_b0168_62	map_b0168_62	turquoise
marA_b1531_14	marA_b1531_14	turquoise
marB_b1532_15	marB_b1532_15	grey
marC_b1529_15	marC_b1529_15	salmon
marR_b1530_19	marR_b1530_19	turquoise
matA_b0294_15	matA_b0294_15	midnightblue
matB_b0293_14	matB_b0293_14	black
matC_b0292_14	matC_b0292_14	black
mazG_b2781_15	mazG_b2781_15	darkolivegreen
mcbA_b0806_11	mcbA_b0806_11	brown
mcbR_b1450_15	mcbR_b1450_15	brown
mcrA_b1159_15	mcrA_b1159_15	plum1
mcrB_b4346_15	mcrB_b4346_15	lightgreen
mcrC_b4345_14	mcrC_b4345_14	yellow
mdaB_b3028_15	mdaB_b3028_15	turquoise
mdh_b3236_54	mdh_b3236_54	darkorange
mdlA_b0448_14	mdlA_b0448_14	grey
mdlB_b0449_15	mdlB_b0449_15	lightyellow
mdoB_b4359_18	mdoB_b4359_18	paleturquoise
mdoC_b1047_14	mdoC_b1047_14	pink
mdoD_b1424_15	mdoD_b1424_15	black
mdoG_b1048_14	mdoG_b1048_14	turquoise
mdoH_b1049_15	mdoH_b1049_15	pink
mdtA_b2074_15	mdtA_b2074_15	blue
mdtB_b2075_15	mdtB_b2075_15	blue
mdtC_b2076_15	mdtC_b2076_15	lightgreen
mdtD_b2077_15	mdtD_b2077_15	turquoise
mdtE_b3513_15	mdtE_b3513_15	royalblue
mdtF_b3514_15	mdtF_b3514_15	royalblue
mdtG_b1053_13	mdtG_b1053_13	turquoise
mdtH_b1065_14	mdtH_b1065_14	blue
mdtI_b1599_13	mdtI_b1599_13	magenta
mdtJ_b1600_13	mdtJ_b1600_13	magenta
mdtK_b1663_15	mdtK_b1663_15	coral2
mdtL_b3710_14	mdtL_b3710_14	yellow
mdtM_b4337_15	mdtM_b4337_15	mediumpurple3
mdtN_b4082_14	mdtN_b4082_14	red
mdtO_b4081_28	mdtO_b4081_28	red
mdtP_b4080_15	mdtP_b4080_15	red
mdtQ_b2139_26	mdtQ_b2139_26	black
melA_b4119_15	melA_b4119_15	turquoise
melB_b4120_15	melB_b4120_15	turquoise
melR_b4118_14	melR_b4118_14	saddlebrown
menA_b3930_14	menA_b3930_14	turquoise
menB_b2262_14	menB_b2262_14	turquoise
menC_b2261_14	menC_b2261_14	turquoise
menD_b2264_14	menD_b2264_14	turquoise
menE_b2260_14	menE_b2260_14	pink
menF_b2265_27	menF_b2265_27	turquoise
mepA_b2328_14	mepA_b2328_14	turquoise
metA_b4013_15	metA_b4013_15	green
metB_b3939_15	metB_b3939_15	turquoise
metC_b3008_15	metC_b3008_15	green
metE_b3829_15	metE_b3829_15	green
metF_b3941_15	metF_b3941_15	green
metG_b2114_15	metG_b2114_15	turquoise
metH_b4019_15	metH_b4019_15	green
metI_b0198_14	metI_b0198_14	turquoise
metJ_b3938_15	metJ_b3938_15	turquoise
metK_b2942_15	metK_b2942_15	turquoise
metL_b3940_15	metL_b3940_15	turquoise
metN_b0199_14	metN_b0199_14	turquoise
metQ_b0197_15	metQ_b0197_15	green
metR_b3828_14	metR_b3828_14	black
metY_b3171_7	metY_b3171_7	lightyellow
mfd_b1114_15	mfd_b1114_15	grey60
mglA_b2149_14	mglA_b2149_14	darkorange2
mglB_b2150_14	mglB_b2150_14	darkorange2
mglC_b2148_14	mglC_b2148_14	darkorange2
mgrB_b1826_14	mgrB_b1826_14	turquoise
mgsA_b0963_15	mgsA_b0963_15	turquoise
mgtA_b4242_15	mgtA_b4242_15	turquoise
mhpA_b0347_15	mhpA_b0347_15	blue
mhpB_b0348_14	mhpB_b0348_14	blue
mhpC_b0349_15	mhpC_b0349_15	darkviolet
mhpD_b0350_14	mhpD_b0350_14	darkviolet
mhpE_b0352_15	mhpE_b0352_15	darkviolet
mhpF_b0351_15	mhpF_b0351_15	darkviolet
mhpR_b0346_15	mhpR_b0346_15	darkturquoise
mhpT_b0353_14	mhpT_b0353_14	turquoise
miaA_b4171_15	miaA_b4171_15	grey
miaB_b0661_15	miaB_b0661_15	turquoise
micA_b4442_6	micA_b4442_6	turquoise
micC_b4427_8	micC_b4427_8	grey60
micF_b4439_3	micF_b4439_3	purple
minC_b1176_15	minC_b1176_15	turquoise
minD_b1175_14	minD_b1175_14	turquoise
minE_b1174_15	minE_b1174_15	turquoise
mioC_b3742_15	mioC_b3742_15	turquoise
mipA_b1782_14	mipA_b1782_14	turquoise
mlrA_b2127_15	mlrA_b2127_15	brown
mltA_b2813_14	mltA_b2813_14	turquoise
mltB_b2701_15	mltB_b2701_15	grey
mltC_b2963_15	mltC_b2963_15	turquoise
mltD_b0211_15	mltD_b0211_15	turquoise
mltF_b2558_21	mltF_b2558_21	darkgreen
mmuM_b0261_15	mmuM_b0261_15	black
mmuP_b0260_14	mmuP_b0260_14	green
mngA_b0731_15	mngA_b0731_15	blue
mngB_b0732_15	mngB_b0732_15	turquoise
mngR_b0730_15	mngR_b0730_15	magenta
mnmA_b1133_14	mnmA_b1133_14	turquoise
mnmC_b2324_15	mnmC_b2324_15	blue
mnmE_b3706_15	mnmE_b3706_15	turquoise
mnmG_b3741_14	mnmG_b3741_14	turquoise
mntH_b2392_15	mntH_b2392_15	brown
mntR_b0817_14	mntR_b0817_14	yellow
moaA_b0781_15	moaA_b0781_15	thistle1
moaB_b0782_15	moaB_b0782_15	thistle1
moaC_b0783_14	moaC_b0783_14	thistle1
moaD_b0784_15	moaD_b0784_15	thistle1
moaE_b0785_15	moaE_b0785_15	thistle1
mobA_b3857_14	mobA_b3857_14	turquoise
mobB_b3856_15	mobB_b3856_15	yellow
modA_b0763_15	modA_b0763_15	purple
modB_b0764_15	modB_b0764_15	purple
modC_b0765_15	modC_b0765_15	purple
modE_b0761_14	modE_b0761_14	turquoise
modF_b0760_15	modF_b0760_15	green
moeA_b0827_14	moeA_b0827_14	turquoise
moeB_b0826_15	moeB_b0826_15	black
mog_b0009_15	mog_b0009_15	turquoise
mokA_b4647_1	mokA_b4647_1	yellow
mokB_b1420_5	mokB_b1420_5	brown
mokC_b0018_6	mokC_b0018_6	black
motA_b1890_14	motA_b1890_14	purple
motB_b1889_14	motB_b1889_14	purple
mpaA_b1326_14	mpaA_b1326_14	brown
mpl_b4233_15	mpl_b4233_15	turquoise
mppA_b1329_15	mppA_b1329_15	turquoise
mprA_b2684_15	mprA_b2684_15	turquoise
mqo_b2210_15	mqo_b2210_15	turquoise
mqsR_b3022_14	mqsR_b3022_14	salmon
mraW_b0082_15	mraW_b0082_15	turquoise
mraY_b0087_15	mraY_b0087_15	turquoise
mraZ_b0081_15	mraZ_b0081_15	turquoise
mrcA_b3396_15	mrcA_b3396_15	turquoise
mrcB_b0149_15	mrcB_b0149_15	black
mrdA_b0635_14	mrdA_b0635_14	turquoise
mrdB_b0634_15	mrdB_b0634_15	turquoise
mreB_b3251_15	mreB_b3251_15	turquoise
mreC_b3250_15	mreC_b3250_15	turquoise
mreD_b3249_14	mreD_b3249_14	turquoise
mrp_b2113_14	mrp_b2113_14	turquoise
mrr_b4351_15	mrr_b4351_15	turquoise
msbA_b0914_14	msbA_b0914_14	pink
mscL_b3291_15	mscL_b3291_15	brown
mscS_b2924_15	mscS_b2924_15	turquoise
msrA_b4219_15	msrA_b4219_15	brown
msrB_b1778_14	msrB_b1778_14	darkorange
msyB_b1051_15	msyB_b1051_15	brown
mtfA_b1976_15	mtfA_b1976_15	darkturquoise
mtgA_b3208_14	mtgA_b3208_14	turquoise
mtlA_b3599_15	mtlA_b3599_15	turquoise
mtlD_b3600_15	mtlD_b3600_15	turquoise
mtlR_b3601_15	mtlR_b3601_15	blue
mtn_b0159_14	mtn_b0159_14	turquoise
mtr_b3161_14	mtr_b3161_14	brown
mug_b3068_15	mug_b3068_15	salmon
mukB_b0924_15	mukB_b0924_15	turquoise
mukE_b0923_15	mukE_b0923_15	turquoise
mukF_b0922_15	mukF_b0922_15	turquoise
murA_b3189_14	murA_b3189_14	turquoise
murB_b3972_15	murB_b3972_15	turquoise
murC_b0091_14	murC_b0091_14	turquoise
murD_b0088_15	murD_b0088_15	turquoise
murE_b0085_15	murE_b0085_15	turquoise
murF_b0086_14	murF_b0086_14	turquoise
murG_b0090_15	murG_b0090_15	turquoise
murI_b3967_15	murI_b3967_15	turquoise
murP_b2429_14	murP_b2429_14	black
murQ_b2428_15	murQ_b2428_15	saddlebrown
mutH_b2831_15	mutH_b2831_15	blue
mutL_b4170_14	mutL_b4170_14	turquoise
mutM_b3635_15	mutM_b3635_15	brown
mutS_b2733_15	mutS_b2733_15	turquoise
mutT_b0099_15	mutT_b0099_15	grey
mutY_b2961_15	mutY_b2961_15	turquoise
nac_b1988_14	nac_b1988_14	yellowgreen
nadA_b0750_15	nadA_b0750_15	green
nadB_b2574_15	nadB_b2574_15	palevioletred3
nadC_b0109_14	nadC_b0109_14	green
nadD_b0639_14	nadD_b0639_14	turquoise
nadE_b1740_15	nadE_b1740_15	cyan
nadK_b2615_15	nadK_b2615_15	darkgreen
nadR_b4390_15	nadR_b4390_15	darkgreen
nagA_b0677_15	nagA_b0677_15	turquoise
nagB_b0678_15	nagB_b0678_15	turquoise
nagC_b0676_14	nagC_b0676_14	turquoise
nagD_b0675_14	nagD_b0675_14	turquoise
nagE_b0679_15	nagE_b0679_15	orangered4
nagK_b1119_15	nagK_b1119_15	yellow
nagZ_b1107_14	nagZ_b1107_14	cyan
nanA_b3225_15	nanA_b3225_15	orangered4
nanC_b4311_13	nanC_b4311_13	orangered4
nanE_b3223_13	nanE_b3223_13	orangered4
nanK_b3222_14	nanK_b3222_14	orangered4
nanM_b4310_15	nanM_b4310_15	orangered4
nanR_b3226_15	nanR_b3226_15	turquoise
nanT_b3224_15	nanT_b3224_15	orangered4
napA_b2206_14	napA_b2206_14	greenyellow
napB_b2203_15	napB_b2203_15	greenyellow
napC_b2202_14	napC_b2202_14	greenyellow
napD_b2207_15	napD_b2207_15	greenyellow
napF_b2208_14	napF_b2208_14	greenyellow
napG_b2205_15	napG_b2205_15	greenyellow
napH_b2204_14	napH_b2204_14	greenyellow
narG_b1224_14	narG_b1224_14	darkolivegreen4
narH_b1225_14	narH_b1225_14	darkolivegreen4
narI_b1227_15	narI_b1227_15	darkolivegreen4
narJ_b1226_15	narJ_b1226_15	darkolivegreen4
narK_b1223_15	narK_b1223_15	greenyellow
narL_b1221_14	narL_b1221_14	turquoise
narP_b2193_15	narP_b2193_15	turquoise
narQ_b2469_15	narQ_b2469_15	black
narU_b1469_15	narU_b1469_15	brown
narV_b1465_14	narV_b1465_14	blue
narW_b1466_15	narW_b1466_15	brown
narX_b1222_14	narX_b1222_14	turquoise
narY_b1467_15	narY_b1467_15	brown
narZ_b1468_14	narZ_b1468_14	brown
ndh_b1109_15	ndh_b1109_15	turquoise
ndk_b2518_15	ndk_b2518_15	turquoise
nei_b0714_15	nei_b0714_15	turquoise
nemA_b1650_15	nemA_b1650_15	turquoise
nemR_b1649_15	nemR_b1649_15	yellow
nepI_b3662_15	nepI_b3662_15	salmon
nfi_b3998_15	nfi_b3998_15	turquoise
nfo_b2159_15	nfo_b2159_15	thistle1
nfrA_b0568_14	nfrA_b0568_14	black
nfrB_b0569_14	nfrB_b0569_14	black
nfsA_b0851_15	nfsA_b0851_15	turquoise
nfsB_b0578_15	nfsB_b0578_15	turquoise
nfuA_b3414_15	nfuA_b3414_15	sienna3
nhaA_b0019_15	nhaA_b0019_15	brown
nhaB_b1186_15	nhaB_b1186_15	pink
nhaR_b0020_15	nhaR_b0020_15	lavenderblush3
nhoA_b1463_15	nhoA_b1463_15	turquoise
nikA_b3476_15	nikA_b3476_15	greenyellow
nikB_b3477_14	nikB_b3477_14	greenyellow
nikC_b3478_15	nikC_b3478_15	greenyellow
nikD_b3479_14	nikD_b3479_14	greenyellow
nikE_b3480_15	nikE_b3480_15	greenyellow
nikR_b3481_15	nikR_b3481_15	turquoise
ninE_b0548_14	ninE_b0548_14	tan
nirB_b3365_15	nirB_b3365_15	greenyellow
nirC_b3367_28	nirC_b3367_28	greenyellow
nirD_b3366_15	nirD_b3366_15	greenyellow
nlpA_b3661_15	nlpA_b3661_15	green
nlpC_b1708_14	nlpC_b1708_14	cyan
nlpD_b2742_14	nlpD_b2742_14	brown
nlpE_b0192_15	nlpE_b0192_15	darkolivegreen
nlpI_b3163_14	nlpI_b3163_14	turquoise
nmpC_b0553_14	nmpC_b0553_14	navajowhite2
norR_b2709_14	norR_b2709_14	magenta
norV_b2710_14	norV_b2710_14	red
norW_b2711_15	norW_b2711_15	red
npr_b3206_14	npr_b3206_14	royalblue
nrdA_b2234_15	nrdA_b2234_15	turquoise
nrdB_b2235_15	nrdB_b2235_15	turquoise
nrdD_b4238_15	nrdD_b4238_15	greenyellow
nrdE_b2675_15	nrdE_b2675_15	darkred
nrdF_b2676_15	nrdF_b2676_15	darkred
nrdG_b4237_14	nrdG_b4237_14	greenyellow
nrdH_b2673_14	nrdH_b2673_14	darkred
nrdI_b2674_14	nrdI_b2674_14	darkred
nrdR_b0413_15	nrdR_b0413_15	turquoise
nrfA_b4070_15	nrfA_b4070_15	greenyellow
nrfB_b4071_14	nrfB_b4071_14	greenyellow
nrfC_b4072_15	nrfC_b4072_15	greenyellow
nrfD_b4073_15	nrfD_b4073_15	lightgreen
nrfE_b4074_15	nrfE_b4074_15	yellow
nrfF_b4075_15	nrfF_b4075_15	turquoise
nrfG_b4076_15	nrfG_b4076_15	yellow
nsrR_b4178_15	nsrR_b4178_15	turquoise
nth_b1633_15	nth_b1633_15	pink
nudB_b1865_15	nudB_b1865_15	turquoise
nudC_b3996_15	nudC_b3996_15	darkolivegreen
nudE_b3397_15	nudE_b3397_15	turquoise
nudF_b3034_15	nudF_b3034_15	turquoise
nudG_b1759_15	nudG_b1759_15	blue
nudJ_b1134_14	nudJ_b1134_14	turquoise
nudK_b2467_14	nudK_b2467_14	black
nudL_b1813_15	nudL_b1813_15	yellow
nuoA_b2288_14	nuoA_b2288_14	grey60
nuoB_b2287_14	nuoB_b2287_14	grey60
nuoC_b2286_15	nuoC_b2286_15	grey60
nuoE_b2285_14	nuoE_b2285_14	grey60
nuoF_b2284_14	nuoF_b2284_14	grey60
nuoG_b2283_14	nuoG_b2283_14	grey60
nuoH_b2282_14	nuoH_b2282_14	grey60
nuoI_b2281_14	nuoI_b2281_14	grey60
nuoJ_b2280_15	nuoJ_b2280_15	grey60
nuoK_b2279_14	nuoK_b2279_14	grey60
nuoL_b2278_14	nuoL_b2278_14	grey60
nuoM_b2277_15	nuoM_b2277_15	grey60
nuoN_b2276_29	nuoN_b2276_29	grey60
nupC_b2393_15	nupC_b2393_15	turquoise
nupG_b2964_15	nupG_b2964_15	mediumorchid
nupX_b2161_15	nupX_b2161_15	blue
nusA_b3169_14	nusA_b3169_14	turquoise
nusB_b0416_15	nusB_b0416_15	turquoise
nusG_b3982_15	nusG_b3982_15	turquoise
obgE_b3183_15	obgE_b3183_15	turquoise
ogrK_b2082_15	ogrK_b2082_15	lightgreen
ogt_b1335_15	ogt_b1335_15	blue
ompA_b0957_14	ompA_b0957_14	turquoise
ompC_b2215_15	ompC_b2215_15	turquoise
ompF_b0929_15	ompF_b0929_15	purple
ompG_b1319_15	ompG_b1319_15	blue
ompL_b3875_15	ompL_b3875_15	yellow
ompN_b1377_15	ompN_b1377_15	blue
ompR_b3405_14	ompR_b3405_14	turquoise
ompT_b0565_14	ompT_b0565_14	turquoise
ompW_b1256_15	ompW_b1256_15	greenyellow
ompX_b0814_15	ompX_b0814_15	darkolivegreen
omrA_b4444_3	omrA_b4444_3	black
omrB_b4445_3	omrB_b4445_3	purple
oppA_b1243_15	oppA_b1243_15	firebrick4
oppB_b1244_15	oppB_b1244_15	firebrick4
oppC_b1245_15	oppC_b1245_15	firebrick4
oppD_b1246_15	oppD_b1246_15	firebrick4
oppF_b1247_15	oppF_b1247_15	firebrick4
orn_b4162_15	orn_b4162_15	turquoise
osmB_b1283_15	osmB_b1283_15	brown
osmC_b1482_15	osmC_b1482_15	brown
osmE_b1739_14	osmE_b1739_14	brown
osmF_b2131_14	osmF_b2131_14	brown
osmY_b4376_15	osmY_b4376_15	brown
otsA_b1896_14	otsA_b1896_14	brown
otsB_b1897_14	otsB_b1897_14	brown
