nodeName	altName	nodeAttr.nodesPresent...
ecnB_b4411_5	ecnB_b4411_5	brown
eco_b2209_15	eco_b2209_15	palevioletred3
ecpD_b0140_15	ecpD_b0140_15	tan
eda_b1850_15	eda_b1850_15	turquoise
edd_b1851_15	edd_b1851_15	turquoise
efeB_b1019_15	efeB_b1019_15	lightcyan1
efeO_b1018_15	efeO_b1018_15	lightcyan1
efeU_b4490_28	efeU_b4490_28	lightcyan1
efp_b4147_15	efp_b4147_15	turquoise
elaA_b2267_14	elaA_b2267_14	cyan
elaB_b2266_14	elaB_b2266_14	brown
elaD_b2269_15	elaD_b2269_15	tan
elbB_b3209_14	elbB_b3209_14	turquoise
emrA_b2685_15	emrA_b2685_15	turquoise
emrB_b2686_15	emrB_b2686_15	black
emrD_b3673_15	emrD_b3673_15	green
emrE_b0543_15	emrE_b0543_15	turquoise
emrK_b2368_14	emrK_b2368_14	tan
emrY_b2367_14	emrY_b2367_14	tan
emtA_b1193_15	emtA_b1193_15	turquoise
endA_b2945_15	endA_b2945_15	green
eno_b2779_46	eno_b2779_46	turquoise
entA_b0596_15	entA_b0596_15	darkred
entB_b0595_15	entB_b0595_15	darkred
entC_b0593_15	entC_b0593_15	darkred
entD_b0583_15	entD_b0583_15	darkred
entE_b0594_15	entE_b0594_15	darkred
entF_b0586_15	entF_b0586_15	darkred
entS_b0591_15	entS_b0591_15	darkred
envC_b3613_15	envC_b3613_15	turquoise
envR_b3264_15	envR_b3264_15	yellow
envY_b0566_15	envY_b0566_15	blue
envZ_b3404_15	envZ_b3404_15	turquoise
epd_b2927_14	epd_b2927_14	turquoise
eptA_b4114_14	eptA_b4114_14	ivory
eptB_b3546_15	eptB_b3546_15	turquoise
era_b2566_14	era_b2566_14	turquoise
erfK_b1990_14	erfK_b1990_14	brown
erpA_b0156_15	erpA_b0156_15	salmon
essD_b0554_15	essD_b0554_15	plum1
essQ_b1556_10	essQ_b1556_10	blue
etk_b0981_14	etk_b0981_14	blue
etp_b0982_14	etp_b0982_14	blue
eutA_b2451_14	eutA_b2451_14	red
eutB_b2441_14	eutB_b2441_14	green
eutC_b2440_14	eutC_b2440_14	plum1
eutD_b2458_14	eutD_b2458_14	yellow4
eutE_b2455_14	eutE_b2455_14	red
eutG_b2453_14	eutG_b2453_14	blue
eutH_b2452_14	eutH_b2452_14	red
eutJ_b2454_14	eutJ_b2454_14	blue
eutK_b2438_14	eutK_b2438_14	black
eutL_b2439_14	eutL_b2439_14	yellow
eutM_b2457_14	eutM_b2457_14	black
eutN_b2456_15	eutN_b2456_15	blue
eutP_b2461_13	eutP_b2461_13	yellow4
eutQ_b2460_14	eutQ_b2460_14	yellow4
eutR_b2437_15	eutR_b2437_15	blue
eutS_b2462_13	eutS_b2462_13	yellow4
eutT_b2459_14	eutT_b2459_14	yellow4
evgA_b2369_15	evgA_b2369_15	turquoise
evgS_b2370_15	evgS_b2370_15	turquoise
exbB_b3006_14	exbB_b3006_14	lightcyan1
exbD_b3005_15	exbD_b3005_15	lightcyan1
exoD_b0539_14	exoD_b0539_14	turquoise
exoX_b1844_15	exoX_b1844_15	green
exuR_b3094_15	exuR_b3094_15	blue
exuT_b3093_15	exuT_b3093_15	turquoise
fabA_b0954_14	fabA_b0954_14	pink
fabB_b2323_14	fabB_b2323_14	turquoise
fabD_b1092_15	fabD_b1092_15	turquoise
fabF_b1095_15	fabF_b1095_15	turquoise
fabG_b1093_15	fabG_b1093_15	turquoise
fabH_b1091_15	fabH_b1091_15	turquoise
fabI_b1288_15	fabI_b1288_15	pink
fabR_b3963_15	fabR_b3963_15	turquoise
fabZ_b0180_15	fabZ_b0180_15	turquoise
fadA_b3845_14	fadA_b3845_14	darkturquoise
fadB_b3846_15	fadB_b3846_15	darkturquoise
fadD_b1805_15	fadD_b1805_15	brown
fadE_b0221_15	fadE_b0221_15	brown
fadH_b3081_15	fadH_b3081_15	darkturquoise
fadI_b2342_15	fadI_b2342_15	darkturquoise
fadJ_b2341_15	fadJ_b2341_15	darkturquoise
fadK_b1701_15	fadK_b1701_15	blue
fadL_b2344_15	fadL_b2344_15	green
fadR_b1187_15	fadR_b1187_15	yellow
fbaA_b2925_15	fbaA_b2925_15	turquoise
fbaB_b2097_15	fbaB_b2097_15	brown
fbp_b4232_14	fbp_b4232_14	turquoise
fcl_b2052_15	fcl_b2052_15	black
fdhD_b3895_15	fdhD_b3895_15	yellow
fdhE_b3891_15	fdhE_b3891_15	palevioletred3
fdhF_b4079_14	fdhF_b4079_14	mediumpurple3
fdnG_b1474_15	fdnG_b1474_15	greenyellow
fdnH_b1475_15	fdnH_b1475_15	greenyellow
fdnI_b1476_15	fdnI_b1476_15	greenyellow
fdoG_b3894_15	fdoG_b3894_15	palevioletred3
fdoH_b3893_15	fdoH_b3893_15	palevioletred3
fdoI_b3892_15	fdoI_b3892_15	palevioletred3
fdrA_b0518_15	fdrA_b0518_15	black
fdx_b2525_14	fdx_b2525_14	sienna3
feaB_b1385_15	feaB_b1385_15	blue
feaR_b1384_15	feaR_b1384_15	turquoise
fecA_b4291_14	fecA_b4291_14	thistle3
fecB_b4290_14	fecB_b4290_14	thistle3
fecC_b4289_15	fecC_b4289_15	thistle3
fecD_b4288_14	fecD_b4288_14	thistle3
fecE_b4287_14	fecE_b4287_14	thistle3
fecI_b4293_14	fecI_b4293_14	darkred
fecR_b4292_14	fecR_b4292_14	darkred
feoA_b3408_15	feoA_b3408_15	turquoise
feoB_b3409_15	feoB_b3409_15	midnightblue
feoC_b3410_15	feoC_b3410_15	greenyellow
fepA_b0584_14	fepA_b0584_14	darkred
fepB_b0592_14	fepB_b0592_14	darkred
fepC_b0588_14	fepC_b0588_14	darkred
fepD_b0590_14	fepD_b0590_14	darkred
fepE_b0587_15	fepE_b0587_15	red
fepG_b0589_14	fepG_b0589_14	darkred
fes_b0585_15	fes_b0585_15	darkred
ffh_b2610_15	ffh_b2610_15	turquoise
ffs_b0455_14	ffs_b0455_14	grey
fhlA_b2731_15	fhlA_b2731_15	red
fhuA_b0150_15	fhuA_b0150_15	coral
fhuB_b0153_15	fhuB_b0153_15	coral
fhuC_b0151_15	fhuC_b0151_15	coral
fhuD_b0152_14	fhuD_b0152_14	coral
fhuE_b1102_14	fhuE_b1102_14	darkred
fhuF_b4367_14	fhuF_b4367_14	lightcyan1
fic_b3361_14	fic_b3361_14	brown
fieF_b3915_15	fieF_b3915_15	turquoise
fimA_b4314_14	fimA_b4314_14	darkseagreen4
fimB_b4312_15	fimB_b4312_15	turquoise
fimC_b4316_15	fimC_b4316_15	darkseagreen4
fimD_b4317_15	fimD_b4317_15	darkseagreen4
fimE_b4313_15	fimE_b4313_15	yellow
fimF_b4318_15	fimF_b4318_15	darkseagreen4
fimG_b4319_15	fimG_b4319_15	darkseagreen4
fimH_b4320_15	fimH_b4320_15	darkseagreen4
fimI_b4315_15	fimI_b4315_15	darkseagreen4
fimZ_b0535_15	fimZ_b0535_15	turquoise
fis_b3261_15	fis_b3261_15	turquoise
fiu_b0805_14	fiu_b0805_14	darkred
fixA_b0041_15	fixA_b0041_15	red
fixB_b0042_15	fixB_b0042_15	red
fixC_b0043_15	fixC_b0043_15	red
fixX_b0044_15	fixX_b0044_15	red
fklB_b4207_15	fklB_b4207_15	turquoise
fkpA_b3347_15	fkpA_b3347_15	turquoise
fkpB_b0028_15	fkpB_b0028_15	turquoise
fldA_b0684_14	fldA_b0684_14	turquoise
fldB_b2895_15	fldB_b2895_15	turquoise
flgA_b1072_15	flgA_b1072_15	purple
flgB_b1073_15	flgB_b1073_15	purple
flgC_b1074_15	flgC_b1074_15	purple
flgD_b1075_15	flgD_b1075_15	purple
flgE_b1076_15	flgE_b1076_15	purple
flgF_b1077_15	flgF_b1077_15	purple
flgG_b1078_15	flgG_b1078_15	purple
flgH_b1079_15	flgH_b1079_15	purple
flgI_b1080_15	flgI_b1080_15	purple
flgJ_b1081_15	flgJ_b1081_15	purple
flgK_b1082_15	flgK_b1082_15	purple
flgL_b1083_15	flgL_b1083_15	purple
flgM_b1071_14	flgM_b1071_14	purple
flgN_b1070_15	flgN_b1070_15	purple
flhA_b1879_14	flhA_b1879_14	purple
flhB_b1880_14	flhB_b1880_14	purple
flhC_b1891_15	flhC_b1891_15	purple
flhD_b1892_14	flhD_b1892_14	purple
flhE_b1878_14	flhE_b1878_14	purple
fliA_b1922_15	fliA_b1922_15	purple
fliC_b1923_14	fliC_b1923_14	purple
fliD_b1924_15	fliD_b1924_15	purple
fliE_b1937_15	fliE_b1937_15	purple
fliF_b1938_15	fliF_b1938_15	purple
fliG_b1939_14	fliG_b1939_14	purple
fliH_b1940_15	fliH_b1940_15	purple
fliI_b1941_15	fliI_b1941_15	purple
fliJ_b1942_13	fliJ_b1942_13	purple
fliK_b1943_15	fliK_b1943_15	purple
fliL_b1944_15	fliL_b1944_15	purple
fliM_b1945_14	fliM_b1945_14	purple
fliN_b1946_15	fliN_b1946_15	purple
fliO_b1947_30	fliO_b1947_30	purple
fliP_b1948_15	fliP_b1948_15	purple
fliQ_b1949_15	fliQ_b1949_15	purple
fliR_b1950_15	fliR_b1950_15	purple
fliS_b1925_15	fliS_b1925_15	purple
fliT_b1926_15	fliT_b1926_15	purple
fliY_b1920_14	fliY_b1920_14	green
fliZ_b1921_15	fliZ_b1921_15	purple
flk_b2321_15	flk_b2321_15	turquoise
flu_b2000_15	flu_b2000_15	midnightblue
flxA_b1566_15	flxA_b1566_15	purple
fmt_b3288_15	fmt_b3288_15	turquoise
fnr_b1334_14	fnr_b1334_14	blue
focA_b0904_14	focA_b0904_14	greenyellow
focB_b2492_15	focB_b2492_15	turquoise
folA_b0048_15	folA_b0048_15	turquoise
folB_b3058_15	folB_b3058_15	turquoise
folC_b2315_15	folC_b2315_15	turquoise
folD_b0529_14	folD_b0529_14	turquoise
folE_b2153_14	folE_b2153_14	turquoise
folK_b0142_15	folK_b0142_15	turquoise
folM_b1606_15	folM_b1606_15	blue
folP_b3177_15	folP_b3177_15	turquoise
folX_b2303_15	folX_b2303_15	turquoise
fpr_b3924_14	fpr_b3924_14	turquoise
frc_b2374_14	frc_b2374_14	tan
frdA_b4154_15	frdA_b4154_15	greenyellow
frdB_b4153_14	frdB_b4153_14	greenyellow
frdC_b4152_14	frdC_b4152_14	greenyellow
frdD_b4151_15	frdD_b4151_15	greenyellow
fre_b3844_15	fre_b3844_15	turquoise
frlA_b3370_15	frlA_b3370_15	red
frlB_b3371_14	frlB_b3371_14	yellow
frlC_b4474_42	frlC_b4474_42	red
frlD_b3374_15	frlD_b3374_15	red
frlR_b3375_15	frlR_b3375_15	turquoise
frmA_b0356_14	frmA_b0356_14	turquoise
frmB_b0355_15	frmB_b0355_15	turquoise
frmR_b0357_14	frmR_b0357_14	turquoise
frr_b0172_15	frr_b0172_15	turquoise
frsA_b0239_15	frsA_b0239_15	turquoise
fruA_b2167_14	fruA_b2167_14	grey
fruB_b2169_15	fruB_b2169_15	turquoise
fruK_b2168_15	fruK_b2168_15	turquoise
fruR_b0080_15	fruR_b0080_15	turquoise
frvA_b3900_14	frvA_b3900_14	red
frvB_b3899_14	frvB_b3899_14	yellow
frvR_b3897_14	frvR_b3897_14	red
frvX_b3898_14	frvX_b3898_14	yellow
frwB_b3950_15	frwB_b3950_15	yellow
frwC_b3949_15	frwC_b3949_15	black
frwD_b3953_15	frwD_b3953_15	black
fryA_b2383_15	fryA_b2383_15	red
fryB_b2387_14	fryB_b2387_14	black
fryC_b2386_15	fryC_b2386_15	blue
fsaA_b0825_15	fsaA_b0825_15	black
fsaB_b3946_14	fsaB_b3946_14	maroon
fsr_b0479_14	fsr_b0479_14	black
ftnA_b1905_15	ftnA_b1905_15	turquoise
ftnB_b1902_15	ftnB_b1902_15	saddlebrown
ftsA_b0094_15	ftsA_b0094_15	turquoise
ftsB_b2748_15	ftsB_b2748_15	turquoise
ftsE_b3463_15	ftsE_b3463_15	turquoise
ftsI_b0084_15	ftsI_b0084_15	turquoise
ftsK_b0890_15	ftsK_b0890_15	turquoise
ftsL_b0083_15	ftsL_b0083_15	turquoise
ftsN_b3933_15	ftsN_b3933_15	turquoise
ftsP_b3017_15	ftsP_b3017_15	turquoise
ftsQ_b0093_14	ftsQ_b0093_14	turquoise
ftsW_b0089_14	ftsW_b0089_14	turquoise
ftsX_b3462_14	ftsX_b3462_14	turquoise
ftsY_b3464_14	ftsY_b3464_14	turquoise
ftsZ_b0095_15	ftsZ_b0095_15	turquoise
fucA_b2800_15	fucA_b2800_15	turquoise
fucI_b2802_15	fucI_b2802_15	saddlebrown
fucK_b2803_15	fucK_b2803_15	cyan
fucO_b2799_14	fucO_b2799_14	skyblue
fucP_b2801_15	fucP_b2801_15	saddlebrown
fucR_b2805_15	fucR_b2805_15	darkorange
fucU_b2804_15	fucU_b2804_15	cyan
fumA_b1612_14	fumA_b1612_14	darkorange
fumB_b4122_14	fumB_b4122_14	greenyellow
fumC_b1611_15	fumC_b1611_15	darkturquoise
fur_b0683_14	fur_b0683_14	turquoise
fusA_b3340_15	fusA_b3340_15	turquoise
fxsA_b4140_20	fxsA_b4140_20	darkgrey
gabD_b2661_15	gabD_b2661_15	brown
gabP_b2663_15	gabP_b2663_15	brown
gabT_b2662_15	gabT_b2662_15	brown
gadA_b3517_15	gadA_b3517_15	royalblue
gadB_b1493_11	gadB_b1493_11	royalblue
gadC_b1492_15	gadC_b1492_15	royalblue
gadE_b3512_15	gadE_b3512_15	royalblue
gadW_b3515_14	gadW_b3515_14	royalblue
gadX_b3516_15	gadX_b3516_15	royalblue
gadY_b4452_6	gadY_b4452_6	royalblue
galE_b0759_14	galE_b0759_14	antiquewhite2
galF_b2042_14	galF_b2042_14	turquoise
galK_b0757_14	galK_b0757_14	antiquewhite2
galM_b0756_15	galM_b0756_15	antiquewhite2
galP_b2943_15	galP_b2943_15	lightsteelblue1
galS_b2151_14	galS_b2151_14	darkorange2
galT_b0758_14	galT_b0758_14	antiquewhite2
galU_b1236_15	galU_b1236_15	turquoise
gapA_b1779_51	gapA_b1779_51	turquoise
gapC_b4493_38	gapC_b4493_38	royalblue
garD_b3128_15	garD_b3128_15	honeydew1
garK_b3124_15	garK_b3124_15	honeydew1
garL_b3126_15	garL_b3126_15	honeydew1
garP_b3127_15	garP_b3127_15	honeydew1
garR_b3125_15	garR_b3125_15	honeydew1
gatA_b2094_15	gatA_b2094_15	navajowhite2
gatB_b2093_14	gatB_b2093_14	navajowhite2
gatC_b2092_14	gatC_b2092_14	navajowhite2
gatD_b2091_15	gatD_b2091_15	navajowhite2
gatR_b4498_15	gatR_b4498_15	navajowhite2
gatY_b2096_15	gatY_b2096_15	navajowhite2
gatZ_b2095_14	gatZ_b2095_14	navajowhite2
gcd_b0124_14	gcd_b0124_14	brown
gcl_b0507_15	gcl_b0507_15	red
gcvA_b2808_14	gcvA_b2808_14	turquoise
gcvB_b4443_12	gcvB_b4443_12	palevioletred3
gcvH_b2904_15	gcvH_b2904_15	grey60
gcvP_b2903_14	gcvP_b2903_14	grey60
gcvR_b2479_15	gcvR_b2479_15	turquoise
gcvT_b2905_14	gcvT_b2905_14	grey60
gdhA_b1761_15	gdhA_b1761_15	green
gfcA_b0987_15	gfcA_b0987_15	magenta
gfcB_b0986_15	gfcB_b0986_15	magenta
gfcC_b0985_14	gfcC_b0985_14	magenta
gfcD_b0984_15	gfcD_b0984_15	blue
gfcE_b0983_14	gfcE_b0983_14	blue
ggt_b3447_15	ggt_b3447_15	brown
ghrA_b1033_15	ghrA_b1033_15	cyan
ghrB_b3553_15	ghrB_b3553_15	turquoise
gidB_b3740_15	gidB_b3740_15	turquoise
glcA_b2975_15	glcA_b2975_15	turquoise
glcB_b2976_15	glcB_b2976_15	navajowhite1
glcC_b2980_15	glcC_b2980_15	darkorange
glcD_b2979_14	glcD_b2979_14	navajowhite1
glcF_b4467_15	glcF_b4467_15	navajowhite1
glcG_b2977_14	glcG_b2977_14	navajowhite1
gldA_b3945_14	gldA_b3945_14	greenyellow
glf_b2036_15	glf_b2036_15	turquoise
glgA_b3429_15	glgA_b3429_15	darkgreen
glgB_b3432_14	glgB_b3432_14	darkgreen
glgC_b3430_15	glgC_b3430_15	darkgreen
glgP_b3428_14	glgP_b3428_14	darkgreen
glgS_b3049_15	glgS_b3049_15	brown
glgX_b3431_14	glgX_b3431_14	darkgreen
glk_b2388_14	glk_b2388_14	coral1
glmM_b3176_14	glmM_b3176_14	turquoise
glmS_b3729_15	glmS_b3729_15	turquoise
glmU_b3730_15	glmU_b3730_15	turquoise
glmY_b4441_7	glmY_b4441_7	turquoise
glmZ_b4456_7	glmZ_b4456_7	turquoise
glnA_b3870_15	glnA_b3870_15	turquoise
glnB_b2553_14	glnB_b2553_14	turquoise
glnD_b0167_14	glnD_b0167_14	turquoise
glnE_b3053_15	glnE_b3053_15	turquoise
glnG_b3868_15	glnG_b3868_15	black
glnH_b0811_15	glnH_b0811_15	green
glnK_b0450_15	glnK_b0450_15	yellowgreen
glnL_b3869_14	glnL_b3869_14	turquoise
glnP_b0810_15	glnP_b0810_15	green
glnQ_b0809_14	glnQ_b0809_14	green
glnS_b0680_15	glnS_b0680_15	pink
gloA_b1651_15	gloA_b1651_15	turquoise
gloB_b0212_15	gloB_b0212_15	cyan
glpA_b2241_15	glpA_b2241_15	darkslateblue
glpB_b2242_14	glpB_b2242_14	darkslateblue
glpC_b2243_15	glpC_b2243_15	darkslateblue
glpD_b3426_15	glpD_b3426_15	darkslateblue
glpE_b3425_15	glpE_b3425_15	turquoise
glpF_b3927_15	glpF_b3927_15	darkslateblue
glpG_b3424_14	glpG_b3424_14	turquoise
glpK_b3926_15	glpK_b3926_15	darkslateblue
glpQ_b2239_15	glpQ_b2239_15	darkslateblue
glpR_b3423_14	glpR_b3423_14	turquoise
glpT_b2240_14	glpT_b2240_14	darkslateblue
glpX_b3925_15	glpX_b3925_15	turquoise
gltA_b0720_15	gltA_b0720_15	darkorange
gltB_b3212_15	gltB_b3212_15	green
gltD_b3213_15	gltD_b3213_15	green
gltI_b0655_14	gltI_b0655_14	green
gltJ_b0654_15	gltJ_b0654_15	black
gltK_b0653_15	gltK_b0653_15	green
gltL_b0652_14	gltL_b0652_14	green
gltP_b4077_15	gltP_b4077_15	turquoise
gltS_b3653_14	gltS_b3653_14	grey
gltX_b2400_14	gltX_b2400_14	turquoise
glvC_b3683_29	glvC_b3683_29	yellow
glvG_b4556_30	glvG_b4556_30	red
glxK_b0514_15	glxK_b0514_15	black
glxR_b0509_15	glxR_b0509_15	black
glyA_b2551_15	glyA_b2551_15	turquoise
glyQ_b3560_15	glyQ_b3560_15	turquoise
glyS_b3559_14	glyS_b3559_14	turquoise
glyT_b3978_15	glyT_b3978_15	turquoise
glyU_b2864_15	glyU_b2864_15	plum3
gmd_b2053_14	gmd_b2053_14	black
gmhB_b0200_15	gmhB_b0200_15	turquoise
gmk_b3648_15	gmk_b3648_15	turquoise
gmm_b2051_14	gmm_b2051_14	blue
gmr_b1285_14	gmr_b1285_14	turquoise
gnd_b2029_46	gnd_b2029_46	turquoise
gnsA_b4517_9	gnsA_b4517_9	brown
gnsB_b1550_14	gnsB_b1550_14	turquoise
gntK_b3437_17	gntK_b3437_17	green
gntP_b4321_15	gntP_b4321_15	turquoise
gntR_b3438_15	gntR_b3438_15	tan
gntT_b3415_15	gntT_b3415_15	yellow
gntU_b4476_28	gntU_b4476_28	yellow
gntX_b3413_15	gntX_b3413_15	turquoise
gor_b3500_15	gor_b3500_15	turquoise
gph_b3385_15	gph_b3385_15	turquoise
gpmA_b0755_14	gpmA_b0755_14	yellow
gpmM_b3612_15	gpmM_b3612_15	turquoise
gpp_b3779_13	gpp_b3779_13	turquoise
gpsA_b3608_14	gpsA_b3608_14	turquoise
gpt_b0238_15	gpt_b0238_15	turquoise
greA_b3181_15	greA_b3181_15	turquoise
greB_b3406_14	greB_b3406_14	turquoise
groL_b4143_15	groL_b4143_15	darkgrey
groS_b4142_15	groS_b4142_15	darkgrey
grpE_b2614_15	grpE_b2614_15	darkgrey
grxA_b0849_15	grxA_b0849_15	indianred4
grxB_b1064_14	grxB_b1064_14	brown
grxC_b3610_14	grxC_b3610_14	turquoise
grxD_b1654_14	grxD_b1654_14	turquoise
gshA_b2688_15	gshA_b2688_15	darkgreen
gshB_b2947_15	gshB_b2947_15	turquoise
gsiA_b0829_15	gsiA_b0829_15	green
gsiB_b0830_15	gsiB_b0830_15	green
gsiC_b0831_15	gsiC_b0831_15	green
gsiD_b0832_15	gsiD_b0832_15	green
gsk_b0477_15	gsk_b0477_15	pink
gsp_b2988_15	gsp_b2988_15	green
gspA_b3323_15	gspA_b3323_15	midnightblue
gspB_b3322_14	gspB_b3322_14	midnightblue
gspC_b3324_14	gspC_b3324_14	yellow
gspD_b3325_15	gspD_b3325_15	yellow
gspE_b3326_14	gspE_b3326_14	red
gspF_b3327_15	gspF_b3327_15	red
gspG_b3328_15	gspG_b3328_15	red
gspH_b3329_14	gspH_b3329_14	red
gspI_b3330_13	gspI_b3330_13	red
gspJ_b3331_14	gspJ_b3331_14	red
gspK_b3332_15	gspK_b3332_15	red
gspL_b3333_14	gspL_b3333_14	yellow
gspM_b3334_15	gspM_b3334_15	yellow
gspO_b3335_15	gspO_b3335_15	turquoise
gst_b1635_15	gst_b1635_15	brown
guaA_b2507_14	guaA_b2507_14	turquoise
guaB_b2508_14	guaB_b2508_14	turquoise
guaC_b0104_15	guaC_b0104_15	turquoise
guaD_b2883_15	guaD_b2883_15	skyblue
gudD_b2787_14	gudD_b2787_14	blue
gudP_b2789_14	gudP_b2789_14	honeydew1
gudX_b2788_15	gudX_b2788_15	honeydew1
gutM_b2706_15	gutM_b2706_15	skyblue3
gutQ_b2708_21	gutQ_b2708_21	skyblue3
gyrA_b2231_14	gyrA_b2231_14	turquoise
gyrB_b3699_15	gyrB_b3699_15	turquoise
hcaB_b2541_15	hcaB_b2541_15	black
hcaC_b2540_14	hcaC_b2540_14	red
hcaD_b2542_15	hcaD_b2542_15	turquoise
hcaE_b2538_14	hcaE_b2538_14	salmon
hcaF_b2539_15	hcaF_b2539_15	turquoise
hcaR_b2537_14	hcaR_b2537_14	darkturquoise
hcaT_b2536_14	hcaT_b2536_14	turquoise
hchA_b1967_15	hchA_b1967_15	brown
hcp_b0873_14	hcp_b0873_14	blue
hcr_b0872_15	hcr_b0872_15	blue
hda_b2496_15	hda_b2496_15	turquoise
hdeA_b3510_15	hdeA_b3510_15	royalblue
hdeB_b3509_14	hdeB_b3509_14	royalblue
hdeD_b3511_15	hdeD_b3511_15	royalblue
hdfR_b4480_25	hdfR_b4480_25	darkgreen
hdhA_b1619_15	hdhA_b1619_15	brown
helD_b0962_15	helD_b0962_15	cyan
hemA_b1210_15	hemA_b1210_15	turquoise
hemB_b0369_15	hemB_b0369_15	turquoise
hemC_b3805_12	hemC_b3805_12	turquoise
hemD_b3804_14	hemD_b3804_14	turquoise
hemE_b3997_15	hemE_b3997_15	turquoise
hemF_b2436_15	hemF_b2436_15	pink
hemG_b3850_15	hemG_b3850_15	turquoise
hemL_b0154_14	hemL_b0154_14	turquoise
hemN_b3867_15	hemN_b3867_15	turquoise
hemX_b3803_14	hemX_b3803_14	turquoise
hemY_b3802_15	hemY_b3802_15	turquoise
hepA_b0059_15	hepA_b0059_15	lightgreen
hflB_b3178_15	hflB_b3178_15	turquoise
hflC_b4175_15	hflC_b4175_15	turquoise
hflD_b1132_14	hflD_b1132_14	turquoise
hflK_b4174_15	hflK_b4174_15	turquoise
hflX_b4173_15	hflX_b4173_15	turquoise
hfq_b4172_14	hfq_b4172_14	turquoise
hha_b0460_15	hha_b0460_15	turquoise
hinT_b1103_15	hinT_b1103_15	cyan
hipA_b1507_15	hipA_b1507_15	turquoise
hipB_b1508_14	hipB_b1508_14	turquoise
hisA_b2024_14	hisA_b2024_14	green
hisB_b2022_15	hisB_b2022_15	green
hisC_b2021_14	hisC_b2021_14	green
hisD_b2020_14	hisD_b2020_14	green
hisF_b2025_15	hisF_b2025_15	green
hisG_b2019_15	hisG_b2019_15	green
hisH_b2023_14	hisH_b2023_14	green
hisI_b2026_15	hisI_b2026_15	green
hisJ_b2309_14	hisJ_b2309_14	green
hisL_b2018_13	hisL_b2018_13	turquoise
hisM_b2307_14	hisM_b2307_14	green
hisP_b2306_14	hisP_b2306_14	blue
hisQ_b2308_15	hisQ_b2308_15	green
hisR_b3797_15	hisR_b3797_15	plum3
hisS_b2514_14	hisS_b2514_14	turquoise
hlyE_b1182_14	hlyE_b1182_14	turquoise
hmp_b2552_15	hmp_b2552_15	darkred
hns_b1237_14	hns_b1237_14	turquoise
hofB_b0107_14	hofB_b0107_14	red
hofC_b0106_15	hofC_b0106_15	red
hofM_b3395_15	hofM_b3395_15	red
hofN_b3394_15	hofN_b3394_15	red
hofO_b3393_13	hofO_b3393_13	red
hofP_b3392_13	hofP_b3392_13	red
hofQ_b3391_14	hofQ_b3391_14	red
hokB_b4428_9	hokB_b4428_9	brown
hokD_b1562_14	hokD_b1562_14	black
hokE_b4415_6	hokE_b4415_6	blue
holA_b0640_15	holA_b0640_15	turquoise
holB_b1099_15	holB_b1099_15	pink
holC_b4259_14	holC_b4259_14	turquoise
holD_b4372_14	holD_b4372_14	turquoise
holE_b1842_15	holE_b1842_15	yellow
hpf_b3203_15	hpf_b3203_15	turquoise
hpt_b0125_15	hpt_b0125_15	turquoise
hrpA_b1413_18	hrpA_b1413_18	blue
hrpB_b0148_15	hrpB_b0148_15	turquoise
hscA_b2526_15	hscA_b2526_15	sienna3
hscB_b2527_15	hscB_b2527_15	sienna3
hscC_b0650_14	hscC_b0650_14	magenta
hsdM_b4349_15	hsdM_b4349_15	turquoise
hsdR_b4350_14	hsdR_b4350_14	turquoise
hsdS_b4348_15	hsdS_b4348_15	turquoise
hslO_b3401_15	hslO_b3401_15	darkgrey
hslR_b3400_15	hslR_b3400_15	darkgrey
hslU_b3931_14	hslU_b3931_14	darkgrey
hslV_b3932_15	hslV_b3932_15	darkgrey
hspQ_b0966_13	hspQ_b0966_13	turquoise
hsrA_b3754_14	hsrA_b3754_14	green
htpG_b0473_15	htpG_b0473_15	darkgrey
htpX_b1829_15	htpX_b1829_15	plum
htrE_b0139_14	htrE_b0139_14	tan
htrG_b3055_15	htrG_b3055_15	turquoise
htrL_b3618_14	htrL_b3618_14	lightgreen
hupA_b4000_15	hupA_b4000_15	turquoise
hupB_b0440_15	hupB_b0440_15	turquoise
hyaA_b0972_15	hyaA_b0972_15	white
hyaB_b0973_15	hyaB_b0973_15	white
hyaC_b0974_15	hyaC_b0974_15	white
hyaD_b0975_15	hyaD_b0975_15	white
hyaE_b0976_14	hyaE_b0976_14	white
hyaF_b0977_15	hyaF_b0977_15	white
hybA_b2996_14	hybA_b2996_14	lightpink4
hybB_b2995_14	hybB_b2995_14	lightpink4
hybC_b2994_15	hybC_b2994_15	lightpink4
hybD_b2993_15	hybD_b2993_15	lightpink4
hybE_b2992_14	hybE_b2992_14	lightpink4
hybF_b2991_15	hybF_b2991_15	lightpink4
hybG_b2990_14	hybG_b2990_14	lightpink4
hybO_b2997_14	hybO_b2997_14	lightpink4
hycA_b2725_14	hycA_b2725_14	mediumpurple3
hycB_b2724_14	hycB_b2724_14	mediumpurple3
hycC_b2723_14	hycC_b2723_14	mediumpurple3
hycD_b2722_14	hycD_b2722_14	mediumpurple3
hycE_b2721_14	hycE_b2721_14	mediumpurple3
hycF_b2720_15	hycF_b2720_15	mediumpurple3
hycG_b2719_14	hycG_b2719_14	mediumpurple3
hycH_b2718_14	hycH_b2718_14	mediumpurple3
hycI_b2717_15	hycI_b2717_15	mediumpurple3
hydN_b2713_14	hydN_b2713_14	mediumpurple3
